;Datum;Standort;Standortname;WGS84_lat;WGS84_lng;RainDur;StrGlo;T;T_max_h1;p
1060;25.12.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;0;;8.96;11.21;969.74
1061;25.12.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;0;71.96;8.85;10.87;967.34
1062;26.12.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;0;;5.69;9.29;970.2
1063;26.12.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;0;;5.23;8.91;972.48
1064;26.12.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;0;47.98;6.19;9.1;969.94
1065;27.12.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;0;;4.22;8.35;971.08
1066;27.12.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;0;;3.96;7.46;973.36
1067;27.12.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;0;64.06;4.7;7.8;970.81
1068;28.12.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;0;;5.91;8.28;970.7
1069;28.12.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;0;;5.97;7.78;972.98
1070;28.12.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;0;27.71;6.4;7.98;970.49
1071;29.12.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;66.27;;9.52;11.19;968.54
1072;29.12.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;68.12;;10.13;11.55;970.82
1073;29.12.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;103.52;28.63;9.85;11.24;968.41
1074;30.12.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;0;;8.2;11.01;967.45
1075;30.12.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;0;;8.33;10.2;969.72
1076;30.12.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;0;62.73;8.64;10.87;967.28
1077;31.12.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;215.25;;4.51;7.68;960.11
1078;31.12.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;264.97;;4.43;7.4;962.34
1079;31.12.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;258.15;27.07;5.13;7.54;959.8
