;Datum;Standort;Standortname;WGS84_lat;WGS84_lng;RainDur;StrGlo;T;T_max_h1;p
851;15.10.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;60.58;;11.18;13.13;973.05
852;15.10.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;94.67;64.94;11.32;13.25;970.52
853;16.10.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;0;;8.72;12.65;968.27
854;16.10.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;0;;9.13;12.57;970.67
855;16.10.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;0;149.53;9.03;12.77;968.07
856;17.10.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;0;;7.99;12.28;965.39
857;17.10.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;0;;8.23;12.69;967.74
858;17.10.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;0;99.46;8.46;12.36;965.15
859;18.10.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;0.05;;9.63;11.32;960.11
860;18.10.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;40.88;48.74;10.07;11.61;957.56
861;19.10.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;1.98;;14.52;18.34;949.52
862;19.10.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;99.69;87.88;14.69;18.26;947.1
863;20.10.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;337.02;;14.02;15.3;936.55
864;20.10.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;194.48;;14.16;15.97;938.83
865;20.10.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;429.37;21.2;14.48;15.67;936.44
866;21.10.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;126.53;;13.33;14.65;951.43
867;21.10.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;124.38;;13.62;15.08;953.82
868;21.10.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;200.73;35.41;13.83;14.64;951.37
869;22.10.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;0;;12.42;16.04;961.72
870;22.10.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;0;;12.42;16.29;964.1
871;22.10.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;0;113.94;12.97;16.27;961.61
872;23.10.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;0.08;;11.93;15.1;960.44
873;23.10.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;0.02;;12.2;15.24;962.83
874;23.10.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;0;71.04;12.38;15.01;960.33
875;24.10.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;532.58;;12;13.09;956.98
876;24.10.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;615.68;18.48;12.54;13.57;956.9
877;25.10.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;66.52;;12.77;15.07;952.83
878;25.10.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;62.52;72.61;13.08;15.27;952.7
879;26.10.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;546.06;;12.93;16.12;949.38
880;26.10.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;430.87;;13.11;16.47;951.7
881;26.10.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;776.2;55.04;13.43;16.42;949.25
882;27.10.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;316.16;;12.11;14.82;949.49
883;27.10.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;289.96;;12.3;14.76;951.85
884;27.10.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;418.72;89.84;12.4;14.55;949.38
885;28.10.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;5.83;;12.44;16.11;954.78
886;28.10.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;1.52;;12.42;16.22;957.1
887;28.10.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;15.8;114.17;12.49;15.95;954.63
888;29.10.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;0;;12.57;16.75;954.26
889;29.10.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;0;;12.67;17.22;956.55
890;29.10.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;0;83.55;13.12;17.04;954.11
891;30.10.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;314.13;;11.18;13.12;953.66
892;30.10.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;295.38;;11.37;13.32;956.02
893;30.10.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;376.92;45.98;11.87;13.41;953.5
894;31.10.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;70.43;;11.1;12.86;958.75
895;31.10.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;19.58;;11.48;12.82;961.09
896;31.10.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;100.23;47.44;11.43;12.66;958.63
897;01.11.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;1.6;;9.89;12.76;958.79
898;01.11.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;0;;9.83;12.66;961.12
899;01.11.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;0;76.71;10.33;12.42;958.61
900;02.11.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;419.67;;8.67;9.73;943.82
901;02.11.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;341.57;;8.75;9.75;946.13
902;02.11.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;469.33;11.51;9.28;10.12;943.64
903;03.11.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;97.58;;7.53;8.95;943.09
904;03.11.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;122.03;;7.81;9.22;945.38
905;03.11.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;138.35;39.67;7.99;9.11;942.91
906;04.11.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;355.66;;7.73;10.11;941.76
907;04.11.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;382.65;;7.62;10.51;944.09
908;04.11.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;444.35;41.66;7.97;10.43;941.57
909;05.11.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;169.02;;10.04;12.05;942.34
910;05.11.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;127.07;;10.91;12.82;944.72
911;05.11.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;246.95;32.62;10.55;12.33;942.21
912;06.11.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;35.05;;10.76;12.85;959.67
913;06.11.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;1.4;;10.99;12.96;962.01
914;06.11.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;76.76;72.49;10.74;12.67;959.55
915;07.11.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;83.37;;8.91;11.81;966.19
916;07.11.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;65.58;;9.17;11.86;968.67
917;07.11.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;89.45;68.22;9.18;11.33;966.13
918;08.11.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;0;;7.65;11.7;968.24
919;08.11.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;0;;7.86;11.33;970.72
920;08.11.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;0;104.27;8.3;11.5;968.15
921;09.11.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;135.7;;7.18;9.97;960.78
922;09.11.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;62.6;;7.33;10.23;963.08
923;09.11.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;151.03;26.7;7.74;9.84;960.56
924;10.11.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;260.5;;8.22;9.41;955.29
925;10.11.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;235.25;;8.53;9.87;957.7
926;10.11.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;360.75;55.94;8.58;9.71;955.16
927;11.11.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;158.77;;7.08;8.5;959.11
928;11.11.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;219.12;;7.05;7.96;961.56
929;11.11.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;307.31;48.51;7.12;8.2;958.97
930;12.11.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;726.68;;6.04;10.7;959.23
931;12.11.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;683.85;;6.14;11.69;961.57
932;12.11.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;821.13;9.92;6.67;11.37;959.02
933;13.11.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;325.45;;12.31;14.99;962.98
934;13.11.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;473.59;;12.9;15.86;965.37
935;13.11.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;516.13;19.18;12.84;15.36;962.88
936;14.11.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;1014.48;;11.37;15.06;963.45
937;14.11.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;1036.33;;11.76;15.92;965.9
938;14.11.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;1150.85;7.85;11.95;15.63;963.34
939;15.11.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;215.15;;9.5;11.43;970.18
940;15.11.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;222.51;;10.08;11.4;972.55
941;15.11.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;290.5;65.16;10.14;11.7;970.04
942;16.11.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;281.18;;8.46;12.85;963.54
943;16.11.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;202.24;;8.59;13.44;965.99
944;16.11.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;381.42;35.74;8.98;12.92;963.42
945;17.11.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;140.16;;7.7;10.95;969.95
946;17.11.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;160.72;;7.61;11.39;972.38
947;17.11.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;208.23;24.49;7.79;11.18;969.83
948;18.11.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;135.2;;6.41;7.99;974.12
949;18.11.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;162.74;;6.55;8.56;976.49
950;18.11.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;208.45;37.81;6.8;8.19;973.87
951;19.11.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;283.35;;11.63;13.86;968.14
952;19.11.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;462.45;;12.17;14.17;970.54
953;19.11.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;528.11;26.15;12.1;14.21;968.08
954;20.11.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;0;;11.26;13.6;965.2
955;20.11.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;0.02;;11.57;13.2;967.56
956;20.11.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;0;68.54;11.25;13.35;965.04
957;21.11.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;316.92;;8.34;9.55;963.83
958;21.11.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;440.7;;8.52;10.03;966.19
959;21.11.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;452.22;26.41;8.79;9.63;963.65
960;22.11.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;225.58;;5.43;7.62;973.14
961;22.11.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;300.47;;5.41;7.64;975.55
962;22.11.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;329.82;25.63;5.94;8.25;972.85
963;23.11.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;0;;4.26;7.27;975.26
964;23.11.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;0;;4.5;7.03;977.66
965;23.11.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;0;57.5;4.7;7.1;974.93
966;24.11.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;286.25;;6.06;8.71;963.42
967;24.11.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;324.26;;6.26;9.12;965.77
968;24.11.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;329.13;26.17;6.42;9.04;963.2
969;25.11.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;174.31;;2.77;3.76;963.35
970;25.11.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;202.19;;2.67;3.66;965.69
971;25.11.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;247.25;39.64;2.89;3.43;963.04
972;26.11.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;45.17;;3.28;4.96;966.72
973;26.11.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;63.67;;3.32;5.2;969.12
974;26.11.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;89.05;32.35;3.43;4.86;966.42
975;27.11.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;359.22;;3.7;6.46;956.1
976;27.11.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;368.03;;3.85;6.89;958.44
977;27.11.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;382.72;34.66;4.04;6.57;955.84
978;28.11.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;414.69;;3.79;5.14;951.63
979;28.11.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;527.27;;3.86;5.41;954.12
980;28.11.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;538.32;12.27;4.1;5.62;951.55
981;29.11.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;0;;2.45;4.55;956.92
982;29.11.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;0;;2.45;4.57;959.56
983;29.11.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;0;56.64;2.45;4.4;956.91
984;30.11.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;1080.87;;1.99;3.66;950.35
985;30.11.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;1134.73;;1.88;3.65;952.85
986;30.11.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;1164.27;6.85;2.53;4.59;950.18
987;01.12.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;1424.47;;2.76;4.89;949.77
988;01.12.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;1440;;2.8;4.76;952.26
989;01.12.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;1440;7.18;3.52;5.54;949.57
990;02.12.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;808.22;;0.38;1.24;958.33
991;02.12.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;997.7;;0.02;0.76;960.96
992;02.12.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;795.12;3.27;0.57;1.56;958.25
993;03.12.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;0;;-3.51;-1.69;971.16
994;03.12.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;0;;-3.11;-1.21;973.95
995;03.12.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;0.1;70.92;-2.95;-1.07;971.07
996;04.12.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;8.35;;-2.91;0.44;962.35
997;04.12.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;3.52;;-2.57;0.59;965.16
998;04.12.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;15.22;25.69;-2.27;1.34;962.21
999;05.12.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;284.08;;3.55;5.69;959.35
1000;05.12.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;378.28;;4.23;6.3;962.01
1001;05.12.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;302.3;51.9;4.3;6.05;959.34
1002;06.12.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;80.52;;4.42;5.39;965.33
1003;06.12.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;98.14;;4.66;5.41;967.76
1004;06.12.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;66.62;18.52;4.63;5.1;965.15
1005;07.12.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;;;2.06;3.73;
1006;07.12.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;0;;2.05;3.63;969.97
1007;07.12.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;0;59.65;2.49;4.27;967.27
1008;08.12.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;;;4.46;6.27;
1009;08.12.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;410.19;;4.29;5.75;964.84
1010;08.12.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;678.23;14.31;4.85;6.59;962.13
1011;09.12.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;;;6.45;8.4;
1012;09.12.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;501.37;;6.25;8.86;964.04
1013;09.12.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;544.45;24.22;6.81;8.87;961.39
1014;10.12.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;;;8.28;10.01;
1015;10.12.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;158.06;;8.72;10.44;966.74
1016;10.12.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;205.17;23.78;8.4;10.1;964.14
1017;11.12.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;;;9.62;;
1018;11.12.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;436.73;;9.82;10.97;963.06
1019;11.12.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;506.43;9.71;10.14;11;960.57
1020;12.12.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;791.63;;9.17;11.25;958.9
1021;12.12.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;891.7;;9.04;11.81;961.15
1022;12.12.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;1022.02;17.93;9.6;11.77;958.69
1023;13.12.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;245.97;;8.09;9.94;952.94
1024;13.12.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;275.28;;8.42;10.59;955.19
1025;13.12.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;295.16;20.94;8.55;10.62;952.79
1026;14.12.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;277.37;;6.86;7.8;966.26
1027;14.12.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;437.49;;6.89;7.63;968.53
1028;14.12.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;516.05;11.41;7.19;7.98;966.04
1029;15.12.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;25.69;;5.44;7.38;983.81
1030;15.12.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;17.93;;5.59;7.27;986.09
1031;15.12.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;71.1;42.2;5.81;7.17;983.44
1032;16.12.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;0;;1.73;2.95;989.49
1033;16.12.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;0;;1.92;2.94;991.74
1034;16.12.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;0;35.58;2.31;3.32;989.05
1035;17.12.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;0;;1.84;3.1;988.29
1036;17.12.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;0;;1.93;3.02;990.53
1037;17.12.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;0;21.61;2.2;3.12;987.88
1038;18.12.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;0;;2.08;3.26;984.72
1039;18.12.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;0;;1.71;2.68;987.04
1040;18.12.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;0;24.47;2.36;3.32;984.32
1041;19.12.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;0;;3.36;7.01;976.26
1042;19.12.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;0;;3.17;6.67;978.54
1043;19.12.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;0;60.92;3.55;6.86;975.9
1044;20.12.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;183.33;;5.31;7.03;970.33
1045;20.12.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;342.09;;5.52;7.14;972.59
1046;20.12.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;411.37;32.54;5.57;7.22;970.1
1047;21.12.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;75.28;;7.4;9.4;962.1
1048;21.12.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;115.05;;7.74;9.56;964.41
1049;21.12.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;164.73;10.72;7.46;9.46;961.98
1050;22.12.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;619.52;;8.01;9.5;961.54
1051;22.12.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;693.8;;8.21;9.57;963.9
1052;22.12.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;785.8;11.4;8.15;9.3;961.43
1053;23.12.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;35.65;;8.05;9.78;968.17
1054;23.12.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;42.13;;8.37;10.1;970.48
1055;23.12.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;77.6;33.16;8.1;9.78;968.08
1056;24.12.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;378.22;;7.96;9.85;968.89
1057;24.12.2023;Zch_Schimmelstrasse;Zürich Schimmelstrasse;47.371;8.5235;388.4;;8.37;10.33;971.2
1058;24.12.2023;Zch_Stampfenbachstrasse;Zürich Stampfenbachstrasse;47.3868;8.5398;500.55;36.47;8.14;9.95;968.8
1059;25.12.2023;Zch_Rosengartenstrasse;Zürich Rosengartenstrasse;47.3952;8.5261;0;;8.33;10.96;967.53
